FECHA;YEAR;DIA;MES;DIA_SEMANA;FESTIVIDAD
20/10/2014;2014;20;10;lunes;dia_habil
21/10/2014;2014;21;10;martes;dia_habil
22/10/2014;2014;22;10;miercoles;dia_habil
23/10/2014;2014;23;10;jueves;dia_habil
24/10/2014;2014;24;10;viernes;dia_habil
25/10/2014;2014;25;10;sabado;dia_habil
26/10/2014;2014;26;10;domingo;dia_habil
27/10/2014;2014;27;10;lunes;dia_habil
28/10/2014;2014;28;10;martes;dia_habil
29/10/2014;2014;29;10;miercoles;dia_habil
30/10/2014;2014;30;10;jueves;dia_habil
31/10/2014;2014;31;10;viernes;brujas
1/11/2014;2014;1;11;sabado;dia_habil
2/11/2014;2014;2;11;domingo;dia_habil
3/11/2014;2014;3;11;lunes;festivo
4/11/2014;2014;4;11;martes;dia_habil
5/11/2014;2014;5;11;miercoles;dia_habil
6/11/2014;2014;6;11;jueves;dia_habil
7/11/2014;2014;7;11;viernes;dia_habil
8/11/2014;2014;8;11;sabado;dia_habil
9/11/2014;2014;9;11;domingo;dia_habil
10/11/2014;2014;10;11;lunes;dia_habil
11/11/2014;2014;11;11;martes;dia_habil
12/11/2014;2014;12;11;miercoles;dia_habil
13/11/2014;2014;13;11;jueves;dia_habil
14/11/2014;2014;14;11;viernes;dia_habil
15/11/2014;2014;15;11;sabado;dia_habil
16/11/2014;2014;16;11;domingo;dia_habil
17/11/2014;2014;17;11;lunes;festivo
18/11/2014;2014;18;11;martes;dia_habil
19/11/2014;2014;19;11;miercoles;dia_habil
20/11/2014;2014;20;11;jueves;dia_habil
21/11/2014;2014;21;11;viernes;dia_habil
22/11/2014;2014;22;11;sabado;dia_habil
23/11/2014;2014;23;11;domingo;dia_habil
24/11/2014;2014;24;11;lunes;dia_habil
25/11/2014;2014;25;11;martes;dia_habil
26/11/2014;2014;26;11;miercoles;dia_habil
27/11/2014;2014;27;11;jueves;dia_habil
28/11/2014;2014;28;11;viernes;dia_habil
29/11/2014;2014;29;11;sabado;dia_habil
30/11/2014;2014;30;11;domingo;dia_habil
1/12/2014;2014;1;12;lunes;dia_habil
2/12/2014;2014;2;12;martes;dia_habil
3/12/2014;2014;3;12;miercoles;dia_habil
4/12/2014;2014;4;12;jueves;dia_habil
5/12/2014;2014;5;12;viernes;dia_habil
6/12/2014;2014;6;12;sabado;dia_habil
7/12/2014;2014;7;12;domingo;dia_habil
8/12/2014;2014;8;12;lunes;festivo
9/12/2014;2014;9;12;martes;dia_habil
10/12/2014;2014;10;12;miercoles;dia_habil
11/12/2014;2014;11;12;jueves;dia_habil
12/12/2014;2014;12;12;viernes;dia_habil
13/12/2014;2014;13;12;sabado;dia_habil
14/12/2014;2014;14;12;domingo;dia_habil
15/12/2014;2014;15;12;lunes;dia_habil
16/12/2014;2014;16;12;martes;dia_habil
17/12/2014;2014;17;12;miercoles;dia_habil
18/12/2014;2014;18;12;jueves;dia_habil
19/12/2014;2014;19;12;viernes;dia_habil
20/12/2014;2014;20;12;sabado;dia_habil
21/12/2014;2014;21;12;domingo;dia_habil
22/12/2014;2014;22;12;lunes;dia_habil
23/12/2014;2014;23;12;martes;dia_habil
24/12/2014;2014;24;12;miercoles;dia_habil
25/12/2014;2014;25;12;jueves;navidad
26/12/2014;2014;26;12;viernes;dia_habil
27/12/2014;2014;27;12;sabado;dia_habil
28/12/2014;2014;28;12;domingo;dia_habil
29/12/2014;2014;29;12;lunes;dia_habil
30/12/2014;2014;30;12;martes;dia_habil
31/12/2014;2014;31;12;miercoles;a_viejo
1/01/2015;2015;1;1;jueves;a_nuevo
2/01/2015;2015;2;1;viernes;dia_habil
3/01/2015;2015;3;1;sabado;dia_habil
4/01/2015;2015;4;1;domingo;dia_habil
5/01/2015;2015;5;1;lunes;dia_habil
6/01/2015;2015;6;1;martes;dia_habil
7/01/2015;2015;7;1;miercoles;dia_habil
8/01/2015;2015;8;1;jueves;dia_habil
9/01/2015;2015;9;1;viernes;dia_habil
10/01/2015;2015;10;1;sabado;dia_habil
11/01/2015;2015;11;1;domingo;dia_habil
12/01/2015;2015;12;1;lunes;festivo
13/01/2015;2015;13;1;martes;dia_habil
14/01/2015;2015;14;1;miercoles;dia_habil
15/01/2015;2015;15;1;jueves;dia_habil
16/01/2015;2015;16;1;viernes;dia_habil
17/01/2015;2015;17;1;sabado;dia_habil
18/01/2015;2015;18;1;domingo;dia_habil
19/01/2015;2015;19;1;lunes;dia_habil
20/01/2015;2015;20;1;martes;dia_habil
21/01/2015;2015;21;1;miercoles;dia_habil
22/01/2015;2015;22;1;jueves;dia_habil
23/01/2015;2015;23;1;viernes;dia_habil
24/01/2015;2015;24;1;sabado;dia_habil
25/01/2015;2015;25;1;domingo;dia_habil
26/01/2015;2015;26;1;lunes;dia_habil
27/01/2015;2015;27;1;martes;dia_habil
28/01/2015;2015;28;1;miercoles;dia_habil
29/01/2015;2015;29;1;jueves;dia_habil
30/01/2015;2015;30;1;viernes;dia_habil
31/01/2015;2015;31;1;sabado;dia_habil
1/02/2015;2015;1;2;domingo;dia_habil
2/02/2015;2015;2;2;lunes;dia_habil
3/02/2015;2015;3;2;martes;dia_habil
4/02/2015;2015;4;2;miercoles;dia_habil
5/02/2015;2015;5;2;jueves;dia_habil
6/02/2015;2015;6;2;viernes;dia_habil
7/02/2015;2015;7;2;sabado;dia_habil
8/02/2015;2015;8;2;domingo;dia_habil
9/02/2015;2015;9;2;lunes;dia_habil
10/02/2015;2015;10;2;martes;dia_habil
11/02/2015;2015;11;2;miercoles;dia_habil
12/02/2015;2015;12;2;jueves;dia_habil
13/02/2015;2015;13;2;viernes;dia_habil
14/02/2015;2015;14;2;sabado;dia_habil
15/02/2015;2015;15;2;domingo;dia_habil
16/02/2015;2015;16;2;lunes;festivo
17/02/2015;2015;17;2;martes;dia_habil
18/02/2015;2015;18;2;miercoles;dia_habil
19/02/2015;2015;19;2;jueves;dia_habil
20/02/2015;2015;20;2;viernes;dia_habil
21/02/2015;2015;21;2;sabado;dia_habil
22/02/2015;2015;22;2;domingo;dia_habil
23/02/2015;2015;23;2;lunes;dia_habil
24/02/2015;2015;24;2;martes;dia_habil
25/02/2015;2015;25;2;miercoles;dia_habil
26/02/2015;2015;26;2;jueves;dia_habil
27/02/2015;2015;27;2;viernes;dia_habil
28/02/2015;2015;28;2;sabado;dia_habil
1/03/2015;2015;1;3;domingo;dia_habil
2/03/2015;2015;2;3;lunes;dia_habil
3/03/2015;2015;3;3;martes;dia_habil
4/03/2015;2015;4;3;miercoles;dia_habil
5/03/2015;2015;5;3;jueves;dia_habil
6/03/2015;2015;6;3;viernes;dia_habil
7/03/2015;2015;7;3;sabado;dia_habil
8/03/2015;2015;8;3;domingo;dia_habil
9/03/2015;2015;9;3;lunes;dia_habil
10/03/2015;2015;10;3;martes;dia_habil
11/03/2015;2015;11;3;miercoles;dia_habil
12/03/2015;2015;12;3;jueves;dia_habil
13/03/2015;2015;13;3;viernes;dia_habil
14/03/2015;2015;14;3;sabado;dia_habil
15/03/2015;2015;15;3;domingo;dia_habil
16/03/2015;2015;16;3;lunes;dia_habil
17/03/2015;2015;17;3;martes;dia_habil
18/03/2015;2015;18;3;miercoles;dia_habil
19/03/2015;2015;19;3;jueves;dia_habil
20/03/2015;2015;20;3;viernes;dia_habil
21/03/2015;2015;21;3;sabado;dia_habil
22/03/2015;2015;22;3;domingo;dia_habil
23/03/2015;2015;23;3;lunes;festivo
24/03/2015;2015;24;3;martes;dia_habil
25/03/2015;2015;25;3;miercoles;dia_habil
26/03/2015;2015;26;3;jueves;dia_habil
27/03/2015;2015;27;3;viernes;dia_habil
28/03/2015;2015;28;3;sabado;dia_habil
29/03/2015;2015;29;3;domingo;sem_santa
30/03/2015;2015;30;3;lunes;sem_santa
31/03/2015;2015;31;3;martes;sem_santa
1/04/2015;2015;1;4;miercoles;sem_santa
2/04/2015;2015;2;4;jueves;sem_santa
3/04/2015;2015;3;4;viernes;sem_santa
4/04/2015;2015;4;4;sabado;sem_santa
5/04/2015;2015;5;4;domingo;dia_habil
6/04/2015;2015;6;4;lunes;dia_habil
7/04/2015;2015;7;4;martes;dia_habil
8/04/2015;2015;8;4;miercoles;dia_habil
9/04/2015;2015;9;4;jueves;dia_habil
10/04/2015;2015;10;4;viernes;dia_habil
11/04/2015;2015;11;4;sabado;dia_habil
12/04/2015;2015;12;4;domingo;dia_habil
13/04/2015;2015;13;4;lunes;dia_habil
14/04/2015;2015;14;4;martes;dia_habil
15/04/2015;2015;15;4;miercoles;dia_habil
16/04/2015;2015;16;4;jueves;dia_habil
17/04/2015;2015;17;4;viernes;dia_habil
18/04/2015;2015;18;4;sabado;dia_habil
19/04/2015;2015;19;4;domingo;dia_habil
20/04/2015;2015;20;4;lunes;dia_habil
21/04/2015;2015;21;4;martes;dia_habil
22/04/2015;2015;22;4;miercoles;dia_habil
23/04/2015;2015;23;4;jueves;dia_habil
24/04/2015;2015;24;4;viernes;dia_habil
25/04/2015;2015;25;4;sabado;dia_habil
26/04/2015;2015;26;4;domingo;dia_habil
27/04/2015;2015;27;4;lunes;dia_habil
28/04/2015;2015;28;4;martes;dia_habil
29/04/2015;2015;29;4;miercoles;dia_habil
30/04/2015;2015;30;4;jueves;dia_habil
1/05/2015;2015;1;5;viernes;festivo
2/05/2015;2015;2;5;sabado;dia_habil
3/05/2015;2015;3;5;domingo;dia_habil
4/05/2015;2015;4;5;lunes;dia_habil
5/05/2015;2015;5;5;martes;dia_habil
6/05/2015;2015;6;5;miercoles;dia_habil
7/05/2015;2015;7;5;jueves;dia_habil
8/05/2015;2015;8;5;viernes;dia_habil
9/05/2015;2015;9;5;sabado;dia_habil
10/05/2015;2015;10;5;domingo;madres
11/05/2015;2015;11;5;lunes;dia_habil
12/05/2015;2015;12;5;martes;dia_habil
13/05/2015;2015;13;5;miercoles;dia_habil
14/05/2015;2015;14;5;jueves;dia_habil
15/05/2015;2015;15;5;viernes;dia_habil
16/05/2015;2015;16;5;sabado;dia_habil
17/05/2015;2015;17;5;domingo;dia_habil
18/05/2015;2015;18;5;lunes;festivo
19/05/2015;2015;19;5;martes;dia_habil
20/05/2015;2015;20;5;miercoles;dia_habil
21/05/2015;2015;21;5;jueves;dia_habil
22/05/2015;2015;22;5;viernes;dia_habil
23/05/2015;2015;23;5;sabado;dia_habil
24/05/2015;2015;24;5;domingo;dia_habil
25/05/2015;2015;25;5;lunes;dia_habil
26/05/2015;2015;26;5;martes;dia_habil
27/05/2015;2015;27;5;miercoles;dia_habil
28/05/2015;2015;28;5;jueves;dia_habil
29/05/2015;2015;29;5;viernes;dia_habil
30/05/2015;2015;30;5;sabado;dia_habil
31/05/2015;2015;31;5;domingo;dia_habil
1/06/2015;2015;1;6;lunes;dia_habil
2/06/2015;2015;2;6;martes;dia_habil
3/06/2015;2015;3;6;miercoles;dia_habil
4/06/2015;2015;4;6;jueves;dia_habil
5/06/2015;2015;5;6;viernes;dia_habil
6/06/2015;2015;6;6;sabado;dia_habil
7/06/2015;2015;7;6;domingo;dia_habil
8/06/2015;2015;8;6;lunes;festivo
9/06/2015;2015;9;6;martes;dia_habil
10/06/2015;2015;10;6;miercoles;dia_habil
11/06/2015;2015;11;6;jueves;dia_habil
12/06/2015;2015;12;6;viernes;dia_habil
13/06/2015;2015;13;6;sabado;dia_habil
14/06/2015;2015;14;6;domingo;dia_habil
15/06/2015;2015;15;6;lunes;festivo
16/06/2015;2015;16;6;martes;dia_habil
17/06/2015;2015;17;6;miercoles;dia_habil
18/06/2015;2015;18;6;jueves;dia_habil
19/06/2015;2015;19;6;viernes;dia_habil
20/06/2015;2015;20;6;sabado;dia_habil
21/06/2015;2015;21;6;domingo;dia_habil
22/06/2015;2015;22;6;lunes;dia_habil
23/06/2015;2015;23;6;martes;dia_habil
24/06/2015;2015;24;6;miercoles;dia_habil
25/06/2015;2015;25;6;jueves;dia_habil
26/06/2015;2015;26;6;viernes;dia_habil
27/06/2015;2015;27;6;sabado;dia_habil
28/06/2015;2015;28;6;domingo;dia_habil
29/06/2015;2015;29;6;lunes;festivo
30/06/2015;2015;30;6;martes;dia_habil
1/07/2015;2015;1;7;miercoles;dia_habil
2/07/2015;2015;2;7;jueves;dia_habil
3/07/2015;2015;3;7;viernes;dia_habil
4/07/2015;2015;4;7;sabado;dia_habil
5/07/2015;2015;5;7;domingo;dia_habil
6/07/2015;2015;6;7;lunes;dia_habil
7/07/2015;2015;7;7;martes;dia_habil
8/07/2015;2015;8;7;miercoles;dia_habil
9/07/2015;2015;9;7;jueves;dia_habil
10/07/2015;2015;10;7;viernes;dia_habil
11/07/2015;2015;11;7;sabado;dia_habil
12/07/2015;2015;12;7;domingo;dia_habil
13/07/2015;2015;13;7;lunes;dia_habil
14/07/2015;2015;14;7;martes;dia_habil
15/07/2015;2015;15;7;miercoles;dia_habil
16/07/2015;2015;16;7;jueves;dia_habil
17/07/2015;2015;17;7;viernes;dia_habil
18/07/2015;2015;18;7;sabado;dia_habil
19/07/2015;2015;19;7;domingo;dia_habil
20/07/2015;2015;20;7;lunes;festivo
21/07/2015;2015;21;7;martes;dia_habil
22/07/2015;2015;22;7;miercoles;dia_habil
23/07/2015;2015;23;7;jueves;dia_habil
24/07/2015;2015;24;7;viernes;dia_habil
25/07/2015;2015;25;7;sabado;dia_habil
26/07/2015;2015;26;7;domingo;dia_habil
27/07/2015;2015;27;7;lunes;dia_habil
28/07/2015;2015;28;7;martes;dia_habil
29/07/2015;2015;29;7;miercoles;dia_habil
30/07/2015;2015;30;7;jueves;dia_habil
31/07/2015;2015;31;7;viernes;dia_habil
1/08/2015;2015;1;8;sabado;dia_habil
2/08/2015;2015;2;8;domingo;dia_habil
3/08/2015;2015;3;8;lunes;dia_habil
4/08/2015;2015;4;8;martes;dia_habil
5/08/2015;2015;5;8;miercoles;dia_habil
6/08/2015;2015;6;8;jueves;dia_habil
7/08/2015;2015;7;8;viernes;festivo
8/08/2015;2015;8;8;sabado;dia_habil
9/08/2015;2015;9;8;domingo;dia_habil
10/08/2015;2015;10;8;lunes;dia_habil
11/08/2015;2015;11;8;martes;dia_habil
12/08/2015;2015;12;8;miercoles;dia_habil
13/08/2015;2015;13;8;jueves;dia_habil
14/08/2015;2015;14;8;viernes;dia_habil
15/08/2015;2015;15;8;sabado;dia_habil
16/08/2015;2015;16;8;domingo;dia_habil
17/08/2015;2015;17;8;lunes;festivo
18/08/2015;2015;18;8;martes;dia_habil
19/08/2015;2015;19;8;miercoles;dia_habil
20/08/2015;2015;20;8;jueves;dia_habil
21/08/2015;2015;21;8;viernes;dia_habil
22/08/2015;2015;22;8;sabado;dia_habil
23/08/2015;2015;23;8;domingo;dia_habil
24/08/2015;2015;24;8;lunes;dia_habil
25/08/2015;2015;25;8;martes;dia_habil
26/08/2015;2015;26;8;miercoles;dia_habil
27/08/2015;2015;27;8;jueves;dia_habil
28/08/2015;2015;28;8;viernes;dia_habil
29/08/2015;2015;29;8;sabado;dia_habil
30/08/2015;2015;30;8;domingo;dia_habil
31/08/2015;2015;31;8;lunes;dia_habil
1/09/2015;2015;1;9;martes;dia_habil
2/09/2015;2015;2;9;miercoles;dia_habil
3/09/2015;2015;3;9;jueves;dia_habil
4/09/2015;2015;4;9;viernes;dia_habil
5/09/2015;2015;5;9;sabado;dia_habil
6/09/2015;2015;6;9;domingo;dia_habil
7/09/2015;2015;7;9;lunes;dia_habil
8/09/2015;2015;8;9;martes;dia_habil
9/09/2015;2015;9;9;miercoles;dia_habil
10/09/2015;2015;10;9;jueves;dia_habil
11/09/2015;2015;11;9;viernes;dia_habil
12/09/2015;2015;12;9;sabado;dia_habil
13/09/2015;2015;13;9;domingo;dia_habil
14/09/2015;2015;14;9;lunes;dia_habil
15/09/2015;2015;15;9;martes;dia_habil
16/09/2015;2015;16;9;miercoles;dia_habil
17/09/2015;2015;17;9;jueves;dia_habil
18/09/2015;2015;18;9;viernes;dia_habil
19/09/2015;2015;19;9;sabado;dia_habil
20/09/2015;2015;20;9;domingo;dia_habil
21/09/2015;2015;21;9;lunes;dia_habil
22/09/2015;2015;22;9;martes;dia_habil
23/09/2015;2015;23;9;miercoles;dia_habil
24/09/2015;2015;24;9;jueves;dia_habil
25/09/2015;2015;25;9;viernes;dia_habil
26/09/2015;2015;26;9;sabado;dia_habil
27/09/2015;2015;27;9;domingo;dia_habil
28/09/2015;2015;28;9;lunes;dia_habil
29/09/2015;2015;29;9;martes;dia_habil
30/09/2015;2015;30;9;miercoles;dia_habil
1/10/2015;2015;1;10;jueves;dia_habil
2/10/2015;2015;2;10;viernes;dia_habil
3/10/2015;2015;3;10;sabado;dia_habil
4/10/2015;2015;4;10;domingo;dia_habil
5/10/2015;2015;5;10;lunes;dia_habil
6/10/2015;2015;6;10;martes;dia_habil
7/10/2015;2015;7;10;miercoles;dia_habil
8/10/2015;2015;8;10;jueves;dia_habil
9/10/2015;2015;9;10;viernes;dia_habil
10/10/2015;2015;10;10;sabado;dia_habil
11/10/2015;2015;11;10;domingo;dia_habil
12/10/2015;2015;12;10;lunes;festivo
13/10/2015;2015;13;10;martes;dia_habil
14/10/2015;2015;14;10;miercoles;dia_habil
15/10/2015;2015;15;10;jueves;dia_habil
16/10/2015;2015;16;10;viernes;dia_habil
17/10/2015;2015;17;10;sabado;dia_habil
18/10/2015;2015;18;10;domingo;dia_habil
19/10/2015;2015;19;10;lunes;dia_habil
20/10/2015;2015;20;10;martes;dia_habil
21/10/2015;2015;21;10;miercoles;dia_habil
22/10/2015;2015;22;10;jueves;dia_habil
23/10/2015;2015;23;10;viernes;dia_habil
24/10/2015;2015;24;10;sabado;dia_habil
25/10/2015;2015;25;10;domingo;dia_habil
26/10/2015;2015;26;10;lunes;dia_habil
27/10/2015;2015;27;10;martes;dia_habil
28/10/2015;2015;28;10;miercoles;dia_habil
29/10/2015;2015;29;10;jueves;dia_habil
30/10/2015;2015;30;10;viernes;dia_habil
31/10/2015;2015;31;10;sabado;brujas
1/11/2015;2015;1;11;domingo;dia_habil
2/11/2015;2015;2;11;lunes;festivo
3/11/2015;2015;3;11;martes;dia_habil
4/11/2015;2015;4;11;miercoles;dia_habil
5/11/2015;2015;5;11;jueves;dia_habil
6/11/2015;2015;6;11;viernes;dia_habil
7/11/2015;2015;7;11;sabado;dia_habil
8/11/2015;2015;8;11;domingo;dia_habil
9/11/2015;2015;9;11;lunes;dia_habil
10/11/2015;2015;10;11;martes;dia_habil
11/11/2015;2015;11;11;miercoles;dia_habil
12/11/2015;2015;12;11;jueves;dia_habil
13/11/2015;2015;13;11;viernes;dia_habil
14/11/2015;2015;14;11;sabado;dia_habil
15/11/2015;2015;15;11;domingo;dia_habil
16/11/2015;2015;16;11;lunes;festivo
17/11/2015;2015;17;11;martes;dia_habil
18/11/2015;2015;18;11;miercoles;dia_habil
19/11/2015;2015;19;11;jueves;dia_habil
20/11/2015;2015;20;11;viernes;dia_habil
21/11/2015;2015;21;11;sabado;dia_habil
22/11/2015;2015;22;11;domingo;dia_habil
23/11/2015;2015;23;11;lunes;dia_habil
24/11/2015;2015;24;11;martes;dia_habil
25/11/2015;2015;25;11;miercoles;dia_habil
26/11/2015;2015;26;11;jueves;dia_habil
27/11/2015;2015;27;11;viernes;dia_habil
28/11/2015;2015;28;11;sabado;dia_habil
29/11/2015;2015;29;11;domingo;dia_habil
30/11/2015;2015;30;11;lunes;dia_habil
1/12/2015;2015;1;12;martes;dia_habil
2/12/2015;2015;2;12;miercoles;dia_habil
3/12/2015;2015;3;12;jueves;dia_habil
4/12/2015;2015;4;12;viernes;dia_habil
5/12/2015;2015;5;12;sabado;dia_habil
6/12/2015;2015;6;12;domingo;dia_habil
7/12/2015;2015;7;12;lunes;dia_habil
8/12/2015;2015;8;12;martes;festivo
9/12/2015;2015;9;12;miercoles;dia_habil
10/12/2015;2015;10;12;jueves;dia_habil
11/12/2015;2015;11;12;viernes;dia_habil
12/12/2015;2015;12;12;sabado;dia_habil
13/12/2015;2015;13;12;domingo;dia_habil
14/12/2015;2015;14;12;lunes;dia_habil
15/12/2015;2015;15;12;martes;dia_habil
16/12/2015;2015;16;12;miercoles;dia_habil
17/12/2015;2015;17;12;jueves;dia_habil
18/12/2015;2015;18;12;viernes;dia_habil
19/12/2015;2015;19;12;sabado;dia_habil
20/12/2015;2015;20;12;domingo;dia_habil
21/12/2015;2015;21;12;lunes;dia_habil
22/12/2015;2015;22;12;martes;dia_habil
23/12/2015;2015;23;12;miercoles;dia_habil
24/12/2015;2015;24;12;jueves;dia_habil
25/12/2015;2015;25;12;viernes;navidad
26/12/2015;2015;26;12;sabado;dia_habil
27/12/2015;2015;27;12;domingo;dia_habil
28/12/2015;2015;28;12;lunes;dia_habil
29/12/2015;2015;29;12;martes;dia_habil
30/12/2015;2015;30;12;miercoles;dia_habil
31/12/2015;2015;31;12;jueves;a_viejo
1/01/2016;2016;1;1;viernes;a_nuevo
2/01/2016;2016;2;1;sabado;dia_habil
3/01/2016;2016;3;1;domingo;dia_habil
4/01/2016;2016;4;1;lunes;dia_habil
5/01/2016;2016;5;1;martes;dia_habil
6/01/2016;2016;6;1;miercoles;dia_habil
7/01/2016;2016;7;1;jueves;dia_habil
8/01/2016;2016;8;1;viernes;dia_habil
9/01/2016;2016;9;1;sabado;dia_habil
10/01/2016;2016;10;1;domingo;dia_habil
11/01/2016;2016;11;1;lunes;festivo
12/01/2016;2016;12;1;martes;dia_habil
13/01/2016;2016;13;1;miercoles;dia_habil
14/01/2016;2016;14;1;jueves;dia_habil
15/01/2016;2016;15;1;viernes;dia_habil
16/01/2016;2016;16;1;sabado;dia_habil
17/01/2016;2016;17;1;domingo;dia_habil
18/01/2016;2016;18;1;lunes;dia_habil
19/01/2016;2016;19;1;martes;dia_habil
20/01/2016;2016;20;1;miercoles;dia_habil
21/01/2016;2016;21;1;jueves;dia_habil
22/01/2016;2016;22;1;viernes;dia_habil
23/01/2016;2016;23;1;sabado;dia_habil
24/01/2016;2016;24;1;domingo;dia_habil
25/01/2016;2016;25;1;lunes;dia_habil
26/01/2016;2016;26;1;martes;dia_habil
27/01/2016;2016;27;1;miercoles;dia_habil
28/01/2016;2016;28;1;jueves;dia_habil
29/01/2016;2016;29;1;viernes;dia_habil
30/01/2016;2016;30;1;sabado;dia_habil
31/01/2016;2016;31;1;domingo;dia_habil
1/02/2016;2016;1;2;lunes;dia_habil
2/02/2016;2016;2;2;martes;dia_habil
3/02/2016;2016;3;2;miercoles;dia_habil
4/02/2016;2016;4;2;jueves;dia_habil
5/02/2016;2016;5;2;viernes;dia_habil
6/02/2016;2016;6;2;sabado;dia_habil
7/02/2016;2016;7;2;domingo;dia_habil
8/02/2016;2016;8;2;lunes;festivo
9/02/2016;2016;9;2;martes;dia_habil
10/02/2016;2016;10;2;miercoles;dia_habil
11/02/2016;2016;11;2;jueves;dia_habil
12/02/2016;2016;12;2;viernes;dia_habil
13/02/2016;2016;13;2;sabado;dia_habil
14/02/2016;2016;14;2;domingo;dia_habil
15/02/2016;2016;15;2;lunes;dia_habil
16/02/2016;2016;16;2;martes;dia_habil
17/02/2016;2016;17;2;miercoles;dia_habil
18/02/2016;2016;18;2;jueves;dia_habil
19/02/2016;2016;19;2;viernes;dia_habil
20/02/2016;2016;20;2;sabado;dia_habil
21/02/2016;2016;21;2;domingo;dia_habil
22/02/2016;2016;22;2;lunes;dia_habil
23/02/2016;2016;23;2;martes;dia_habil
24/02/2016;2016;24;2;miercoles;dia_habil
25/02/2016;2016;25;2;jueves;dia_habil
26/02/2016;2016;26;2;viernes;dia_habil
27/02/2016;2016;27;2;sabado;dia_habil
28/02/2016;2016;28;2;domingo;dia_habil
29/02/2016;2016;29;2;lunes;dia_habil
1/03/2016;2016;1;3;martes;dia_habil
2/03/2016;2016;2;3;miercoles;dia_habil
3/03/2016;2016;3;3;jueves;dia_habil
4/03/2016;2016;4;3;viernes;dia_habil
5/03/2016;2016;5;3;sabado;dia_habil
6/03/2016;2016;6;3;domingo;dia_habil
7/03/2016;2016;7;3;lunes;dia_habil
8/03/2016;2016;8;3;martes;dia_habil
9/03/2016;2016;9;3;miercoles;dia_habil
10/03/2016;2016;10;3;jueves;dia_habil
11/03/2016;2016;11;3;viernes;dia_habil
12/03/2016;2016;12;3;sabado;dia_habil
13/03/2016;2016;13;3;domingo;dia_habil
