"","FECHA","Nro_Vehiculos","NRO_TOTAL_VEHICULOS"
"744",2014-01-13,38,38
"745",2014-01-14,859,859
"746",2014-01-15,985,985
"747",2014-01-16,1009,1009
"748",2014-01-17,1050,1050
"749",2014-01-18,311,311
"750",2014-01-19,3,3
"751",2014-01-20,748,748
"752",2014-01-21,945,945
"753",2014-01-22,1083,1083
"754",2014-01-23,1109,1109
"755",2014-01-24,1154,1154
"756",2014-01-25,342,342
"757",2014-01-26,3,3
"758",2014-01-27,822,822
"759",2014-01-28,1038,1038
"760",2014-01-29,1190,1190
"761",2014-01-30,1219,1219
"762",2014-01-31,1269,1269
"763",2014-02-01,247,247
"764",2014-02-02,2,2
"765",2014-02-03,595,595
"766",2014-02-04,751,751
"767",2014-02-05,861,861
"768",2014-02-06,882,882
"769",2014-02-07,918,918
"770",2014-02-08,272,272
"771",2014-02-09,3,3
"772",2014-02-10,654,654
"773",2014-02-11,826,826
"774",2014-02-12,946,946
"775",2014-02-13,969,969
"776",2014-02-14,1009,1009
"777",2014-02-15,299,299
"778",2014-02-16,3,3
"779",2014-02-17,719,719
"780",2014-02-18,908,908
"781",2014-02-19,1040,1040
"782",2014-02-20,1065,1065
"783",2014-02-21,1109,1109
"784",2014-02-22,328,328
"785",2014-02-23,3,3
"786",2014-02-24,790,790
"787",2014-02-25,998,998
"788",2014-02-26,1144,1144
"789",2014-02-27,1171,1171
"790",2014-02-28,1219,1219
"791",2014-03-01,283,283
"792",2014-03-02,3,3
"793",2014-03-03,681,681
"794",2014-03-04,860,860
"795",2014-03-05,985,985
"796",2014-03-06,1009,1009
"797",2014-03-07,1050,1050
"798",2014-03-08,311,311
"799",2014-03-09,3,3
"800",2014-03-10,748,748
"801",2014-03-11,945,945
"802",2014-03-12,1083,1083
"803",2014-03-13,1109,1109
"804",2014-03-14,1155,1155
"805",2014-03-15,342,342
"806",2014-03-16,3,3
"807",2014-03-17,823,823
"808",2014-03-18,1039,1039
"809",2014-03-19,1190,1190
"810",2014-03-20,1219,1219
"811",2014-03-21,1269,1269
"812",2014-03-22,376,376
"813",2014-03-23,4,4
"814",2014-03-24,51,51
"815",2014-03-25,1142,1142
"816",2014-03-26,1308,1308
"817",2014-03-27,1340,1340
"818",2014-03-28,1395,1395
"819",2014-03-29,413,413
"820",2014-03-30,4,4
"821",2014-03-31,994,994
"822",2014-04-01,826,826
"823",2014-04-02,947,947
"824",2014-04-03,970,970
"825",2014-04-04,1009,1009
"826",2014-04-05,299,299
"827",2014-04-06,3,3
"828",2014-04-07,719,719
"829",2014-04-08,908,908
"830",2014-04-09,1041,1041
"831",2014-04-10,1066,1066
"832",2014-04-11,1110,1110
"833",2014-04-12,328,328
"834",2014-04-13,2,2
"835",2014-04-14,398,398
"836",2014-04-15,503,503
"837",2014-04-16,576,576
"838",2014-04-17,590,590
"839",2014-04-18,614,614
"840",2014-04-19,182,182
"841",2014-04-20,3,3
"842",2014-04-21,869,869
"843",2014-04-22,1097,1097
"844",2014-04-23,1257,1257
"845",2014-04-24,1288,1288
"846",2014-04-25,1341,1341
"847",2014-04-26,397,397
"848",2014-04-27,4,4
"849",2014-04-28,955,955
"850",2014-04-29,1206,1206
"851",2014-04-30,1382,1382
"852",2014-05-01,56,56
"853",2014-05-02,1028,1028
"854",2014-05-03,304,304
"855",2014-05-04,3,3
"856",2014-05-05,732,732
"857",2014-05-06,925,925
"858",2014-05-07,1060,1060
"859",2014-05-08,1085,1085
"860",2014-05-09,1130,1130
"861",2014-05-10,335,335
"862",2014-05-11,0,0
"863",2014-05-12,805,805
"864",2014-05-13,1017,1017
"865",2014-05-14,1165,1165
"866",2014-05-15,1193,1193
"867",2014-05-16,1242,1242
"868",2014-05-17,368,368
"869",2014-05-18,3,3
"870",2014-05-19,885,885
"871",2014-05-20,1117,1117
"872",2014-05-21,1281,1281
"873",2014-05-22,1311,1311
"874",2014-05-23,1365,1365
"875",2014-05-24,404,404
"876",2014-05-25,4,4
"877",2014-05-26,973,973
"878",2014-05-27,1228,1228
"879",2014-05-28,1408,1408
"880",2014-05-29,1442,1442
"881",2014-05-30,1501,1501
"882",2014-05-31,444,444
"883",2014-06-01,3,3
"884",2014-06-02,40,40
"885",2014-06-03,889,889
"886",2014-06-04,1019,1019
"887",2014-06-05,1043,1043
"888",2014-06-06,1086,1086
"889",2014-06-07,322,322
"890",2014-06-08,3,3
"891",2014-06-09,774,774
"892",2014-06-10,977,977
"893",2014-06-11,1120,1120
"894",2014-06-12,1146,1146
"895",2014-06-13,1194,1194
"896",2014-06-14,353,353
"897",2014-06-15,3,3
"898",2014-06-16,850,850
"899",2014-06-17,1074,1074
"900",2014-06-18,1231,1231
"901",2014-06-19,1260,1260
"902",2014-06-20,1312,1312
"903",2014-06-21,388,388
"904",2014-06-22,4,4
"905",2014-06-23,53,53
"906",2014-06-24,1180,1180
"907",2014-06-25,1353,1353
"908",2014-06-26,1385,1385
"909",2014-06-27,1442,1442
"910",2014-06-28,427,427
"911",2014-06-29,4,4
"912",2014-06-30,58,58
"913",2014-07-01,905,905
"914",2014-07-02,1037,1037
"915",2014-07-03,1062,1062
"916",2014-07-04,1106,1106
"917",2014-07-05,327,327
"918",2014-07-06,3,3
"919",2014-07-07,788,788
"920",2014-07-08,995,995
"921",2014-07-09,1140,1140
"922",2014-07-10,1168,1168
"923",2014-07-11,1216,1216
"924",2014-07-12,360,360
"925",2014-07-13,3,3
"926",2014-07-14,866,866
"927",2014-07-15,1094,1094
"928",2014-07-16,1253,1253
"929",2014-07-17,1284,1284
"930",2014-07-18,1336,1336
"931",2014-07-19,396,396
"932",2014-07-20,0,0
"933",2014-07-21,952,952
"934",2014-07-22,1202,1202
"935",2014-07-23,1378,1378
"936",2014-07-24,1411,1411
"937",2014-07-25,1469,1469
"938",2014-07-26,435,435
"939",2014-07-27,4,4
"940",2014-07-28,1046,1046
"941",2014-07-29,1321,1321
"942",2014-07-30,1514,1514
"943",2014-07-31,1551,1551
"944",2014-08-01,1063,1063
"945",2014-08-02,315,315
"946",2014-08-03,3,3
"947",2014-08-04,757,757
"948",2014-08-05,956,956
"949",2014-08-06,1096,1096
"950",2014-08-07,63,63
"951",2014-08-08,1168,1168
"952",2014-08-09,346,346
"953",2014-08-10,3,3
"954",2014-08-11,832,832
"955",2014-08-12,1051,1051
"956",2014-08-13,1204,1204
"957",2014-08-14,1233,1233
"958",2014-08-15,1284,1284
"959",2014-08-16,380,380
"960",2014-08-17,4,4
"961",2014-08-18,52,52
"962",2014-08-19,1155,1155
"963",2014-08-20,1324,1324
"964",2014-08-21,1356,1356
"965",2014-08-22,1412,1412
"966",2014-08-23,418,418
"967",2014-08-24,4,4
"968",2014-08-25,1006,1006
"969",2014-08-26,1270,1270
"970",2014-08-27,1455,1455
"971",2014-08-28,1490,1490
"972",2014-08-29,1552,1552
"973",2014-08-30,459,459
"974",2014-08-31,4,4
"975",2014-09-01,728,728
"976",2014-09-02,919,919
"977",2014-09-03,1053,1053
"978",2014-09-04,1078,1078
"979",2014-09-05,1123,1123
"980",2014-09-06,332,332
"981",2014-09-07,3,3
"982",2014-09-08,800,800
"983",2014-09-09,1010,1010
"984",2014-09-10,1157,1157
"985",2014-09-11,1185,1185
"986",2014-09-12,1234,1234
"987",2014-09-13,365,365
"988",2014-09-14,3,3
"989",2014-09-15,879,879
"990",2014-09-16,1110,1110
"991",2014-09-17,1272,1272
"992",2014-09-18,1303,1303
"993",2014-09-19,1356,1356
"994",2014-09-20,402,402
"995",2014-09-21,4,4
"996",2014-09-22,966,966
"997",2014-09-23,1220,1220
"998",2014-09-24,1398,1398
"999",2014-09-25,1432,1432
"1000",2014-09-26,1491,1491
"1001",2014-09-27,441,441
"1002",2014-09-28,4,4
"1003",2014-09-29,1062,1062
"1004",2014-09-30,1341,1341
"1005",2014-10-01,1072,1072
"1006",2014-10-02,1098,1098
"1007",2014-10-03,1143,1143
"1008",2014-10-04,339,339
"1009",2014-10-05,3,3
"1010",2014-10-06,815,815
"1011",2014-10-07,1029,1029
"1012",2014-10-08,1179,1179
"1013",2014-10-09,1207,1207
"1014",2014-10-10,1257,1257
"1015",2014-10-11,372,372
"1016",2014-10-12,4,4
"1017",2014-10-13,50,50
"1018",2014-10-14,1131,1131
"1019",2014-10-15,1296,1296
"1020",2014-10-16,1327,1327
"1021",2014-10-17,1382,1382
"1022",2014-10-18,409,409
"1023",2014-10-19,4,4
"1024",2014-10-20,984,984
"1025",2014-10-21,1243,1243
"1026",2014-10-22,1424,1424
"1027",2014-10-23,1459,1459
"1028",2014-10-24,1519,1519
"1029",2014-10-25,450,450
"1030",2014-10-26,4,4
"1031",2014-10-27,1082,1082
"1032",2014-10-28,1366,1366
"1033",2014-10-29,1566,1566
"1034",2014-10-30,1603,1603
"1035",2014-10-31,2120,2120
"1036",2014-11-01,325,325
"1037",2014-11-02,3,3
"1038",2014-11-03,44,44
"1039",2014-11-04,988,988
"1040",2014-11-05,1133,1133
"1041",2014-11-06,1160,1160
"1042",2014-11-07,1208,1208
"1043",2014-11-08,358,358
"1044",2014-11-09,3,3
"1045",2014-11-10,860,860
"1046",2014-11-11,1086,1086
"1047",2014-11-12,1245,1245
"1048",2014-11-13,1275,1275
"1049",2014-11-14,1328,1328
"1050",2014-11-15,393,393
"1051",2014-11-16,4,4
"1052",2014-11-17,53,53
"1053",2014-11-18,1194,1194
"1054",2014-11-19,1369,1369
"1055",2014-11-20,1402,1402
"1056",2014-11-21,1459,1459
"1057",2014-11-22,432,432
"1058",2014-11-23,4,4
"1059",2014-11-24,1040,1040
"1060",2014-11-25,1313,1313
"1061",2014-11-26,1504,1504
"1062",2014-11-27,1541,1541
"1063",2014-11-28,1604,1604
"1064",2014-11-29,475,475
"1065",2014-11-30,4,4
"1066",2014-12-01,797,797
"1067",2014-12-02,1007,1007
"1068",2014-12-03,1154,1154
"1069",2014-12-04,1181,1181
"1070",2014-12-05,1230,1230
"1071",2014-12-06,364,364
"1072",2014-12-07,3,3
"1073",2014-12-08,49,49
"1074",2014-12-09,1106,1106
"1075",2014-12-10,1268,1268
"1076",2014-12-11,1299,1299
"1077",2014-12-12,1352,1352
"1078",2014-12-13,400,400
"1079",2014-12-14,4,4
"1080",2014-12-15,963,963
"1081",2014-12-16,1216,1216
"1082",2014-12-17,1394,1394
"1083",2014-12-18,1428,1428
"1084",2014-12-19,1486,1486
"1085",2014-12-20,440,440
"1086",2014-12-21,4,4
"1087",2014-12-22,1059,1059
"1088",2014-12-23,1337,1337
"1089",2014-12-24,1532,1532
"1090",2014-12-25,0,0
"1091",2014-12-26,1634,1634
"1092",2014-12-27,484,484
"1093",2014-12-28,5,5
"1094",2014-12-29,1164,1164
"1095",2014-12-30,1470,1470
"1096",2014-12-31,469,469
"1097",2015-01-01,0,0
"1098",2015-01-02,829,829
"1099",2015-01-03,245,245
"1100",2015-01-04,2,2
"1101",2015-01-05,591,591
"1102",2015-01-06,746,746
"1103",2015-01-07,855,855
"1104",2015-01-08,875,875
"1105",2015-01-09,911,911
"1106",2015-01-10,270,270
"1107",2015-01-11,3,3
"1108",2015-01-12,37,37
"1109",2015-01-13,820,820
"1110",2015-01-14,940,940
"1111",2015-01-15,962,962
"1112",2015-01-16,1002,1002
"1113",2015-01-17,297,297
"1114",2015-01-18,3,3
"1115",2015-01-19,714,714
"1116",2015-01-20,901,901
"1117",2015-01-21,1033,1033
"1118",2015-01-22,1058,1058
"1119",2015-01-23,1101,1101
"1120",2015-01-24,326,326
"1121",2015-01-25,3,3
"1122",2015-01-26,784,784
"1123",2015-01-27,991,991
"1124",2015-01-28,1135,1135
"1125",2015-01-29,1163,1163
"1126",2015-01-30,1210,1210
"1127",2015-01-31,358,358
"1128",2015-02-01,2,2
"1129",2015-02-02,568,568
"1130",2015-02-03,717,717
"1131",2015-02-04,821,821
"1132",2015-02-05,841,841
"1133",2015-02-06,876,876
"1134",2015-02-07,259,259
"1135",2015-02-08,2,2
"1136",2015-02-09,624,624
"1137",2015-02-10,788,788
"1138",2015-02-11,903,903
"1139",2015-02-12,925,925
"1140",2015-02-13,963,963
"1141",2015-02-14,285,285
"1142",2015-02-15,3,3
"1143",2015-02-16,39,39
"1144",2015-02-17,866,866
"1145",2015-02-18,992,992
"1146",2015-02-19,1016,1016
"1147",2015-02-20,1058,1058
"1148",2015-02-21,313,313
"1149",2015-02-22,3,3
"1150",2015-02-23,754,754
"1151",2015-02-24,952,952
"1152",2015-02-25,1091,1091
"1153",2015-02-26,1117,1117
"1154",2015-02-27,1163,1163
"1155",2015-02-28,344,344
"1156",2015-03-01,3,3
"1157",2015-03-02,649,649
"1158",2015-03-03,820,820
"1159",2015-03-04,940,940
"1160",2015-03-05,962,962
"1161",2015-03-06,1002,1002
"1162",2015-03-07,297,297
"1163",2015-03-08,3,3
"1164",2015-03-09,714,714
"1165",2015-03-10,901,901
"1166",2015-03-11,1033,1033
"1167",2015-03-12,1058,1058
"1168",2015-03-13,1101,1101
"1169",2015-03-14,326,326
"1170",2015-03-15,3,3
"1171",2015-03-16,785,785
"1172",2015-03-17,991,991
"1173",2015-03-18,1136,1136
"1174",2015-03-19,1163,1163
"1175",2015-03-20,1211,1211
"1176",2015-03-21,358,358
"1177",2015-03-22,3,3
"1178",2015-03-23,49,49
"1179",2015-03-24,1089,1089
"1180",2015-03-25,1248,1248
"1181",2015-03-26,1278,1278
"1182",2015-03-27,1331,1331
"1183",2015-03-28,394,394
"1184",2015-03-29,2,2
"1185",2015-03-30,478,478
"1186",2015-03-31,603,603
"1187",2015-04-01,455,455
"1188",2015-04-02,466,466
"1189",2015-04-03,485,485
"1190",2015-04-04,144,144
"1191",2015-04-05,3,3
"1192",2015-04-06,686,686
"1193",2015-04-07,866,866
"1194",2015-04-08,993,993
"1195",2015-04-09,1017,1017
"1196",2015-04-10,1058,1058
"1197",2015-04-11,313,313
"1198",2015-04-12,3,3
"1199",2015-04-13,754,754
"1200",2015-04-14,952,952
"1201",2015-04-15,1091,1091
"1202",2015-04-16,1117,1117
"1203",2015-04-17,1163,1163
"1204",2015-04-18,344,344
"1205",2015-04-19,3,3
"1206",2015-04-20,829,829
"1207",2015-04-21,1047,1047
"1208",2015-04-22,1199,1199
"1209",2015-04-23,1228,1228
"1210",2015-04-24,1279,1279
"1211",2015-04-25,379,379
"1212",2015-04-26,4,4
"1213",2015-04-27,911,911
"1214",2015-04-28,1150,1150
"1215",2015-04-29,1318,1318
"1216",2015-04-30,1350,1350
"1217",2015-05-01,55,55
"1218",2015-05-02,290,290
"1219",2015-05-03,3,3
"1220",2015-05-04,699,699
"1221",2015-05-05,882,882
"1222",2015-05-06,1011,1011
"1223",2015-05-07,1035,1035
"1224",2015-05-08,1078,1078
"1225",2015-05-09,319,319
"1226",2015-05-10,0,0
"1227",2015-05-11,768,768
"1228",2015-05-12,970,970
"1229",2015-05-13,1111,1111
"1230",2015-05-14,1138,1138
"1231",2015-05-15,1185,1185
"1232",2015-05-16,351,351
"1233",2015-05-17,3,3
"1234",2015-05-18,48,48
"1235",2015-05-19,1066,1066
"1236",2015-05-20,1222,1222
"1237",2015-05-21,1251,1251
"1238",2015-05-22,1303,1303
"1239",2015-05-23,386,386
"1240",2015-05-24,4,4
"1241",2015-05-25,928,928
"1242",2015-05-26,1172,1172
"1243",2015-05-27,1343,1343
"1244",2015-05-28,1375,1375
"1245",2015-05-29,1432,1432
"1246",2015-05-30,424,424
"1247",2015-05-31,4,4
"1248",2015-06-01,671,671
"1249",2015-06-02,848,848
"1250",2015-06-03,972,972
"1251",2015-06-04,995,995
"1252",2015-06-05,1036,1036
"1253",2015-06-06,307,307
"1254",2015-06-07,3,3
"1255",2015-06-08,42,42
"1256",2015-06-09,932,932
"1257",2015-06-10,1068,1068
"1258",2015-06-11,1094,1094
"1259",2015-06-12,1139,1139
"1260",2015-06-13,337,337
"1261",2015-06-14,3,3
"1262",2015-06-15,46,46
"1263",2015-06-16,1024,1024
"1264",2015-06-17,1174,1174
"1265",2015-06-18,1202,1202
"1266",2015-06-19,1252,1252
"1267",2015-06-20,371,371
"1268",2015-06-21,3,3
"1269",2015-06-22,892,892
"1270",2015-06-23,1126,1126
"1271",2015-06-24,1290,1290
"1272",2015-06-25,1321,1321
"1273",2015-06-26,1376,1376
"1274",2015-06-27,407,407
"1275",2015-06-28,4,4
"1276",2015-06-29,55,55
"1277",2015-06-30,1238,1238
"1278",2015-07-01,990,990
"1279",2015-07-02,1013,1013
"1280",2015-07-03,1055,1055
"1281",2015-07-04,312,312
"1282",2015-07-05,3,3
"1283",2015-07-06,752,752
"1284",2015-07-07,949,949
"1285",2015-07-08,1088,1088
"1286",2015-07-09,1114,1114
"1287",2015-07-10,1160,1160
"1288",2015-07-11,343,343
"1289",2015-07-12,3,3
"1290",2015-07-13,826,826
"1291",2015-07-14,1043,1043
"1292",2015-07-15,1196,1196
"1293",2015-07-16,1224,1224
"1294",2015-07-17,1275,1275
"1295",2015-07-18,377,377
"1296",2015-07-19,4,4
"1297",2015-07-20,51,51
"1298",2015-07-21,1147,1147
"1299",2015-07-22,1314,1314
"1300",2015-07-23,1346,1346
"1301",2015-07-24,1401,1401
"1302",2015-07-25,415,415
"1303",2015-07-26,4,4
"1304",2015-07-27,998,998
"1305",2015-07-28,1260,1260
"1306",2015-07-29,1445,1445
"1307",2015-07-30,1479,1479
"1308",2015-07-31,1540,1540
"1309",2015-08-01,300,300
"1310",2015-08-02,3,3
"1311",2015-08-03,722,722
"1312",2015-08-04,912,912
"1313",2015-08-05,1045,1045
"1314",2015-08-06,1070,1070
"1315",2015-08-07,63,63
"1316",2015-08-08,330,330
"1317",2015-08-09,3,3
"1318",2015-08-10,794,794
"1319",2015-08-11,1002,1002
"1320",2015-08-12,1149,1149
"1321",2015-08-13,1177,1177
"1322",2015-08-14,1225,1225
"1323",2015-08-15,363,363
"1324",2015-08-16,3,3
"1325",2015-08-17,49,49
"1326",2015-08-18,1102,1102
"1327",2015-08-19,1263,1263
"1328",2015-08-20,1293,1293
"1329",2015-08-21,1347,1347
"1330",2015-08-22,399,399
"1331",2015-08-23,4,4
"1332",2015-08-24,959,959
"1333",2015-08-25,1211,1211
"1334",2015-08-26,1388,1388
"1335",2015-08-27,1422,1422
"1336",2015-08-28,1480,1480
"1337",2015-08-29,438,438
"1338",2015-08-30,4,4
"1339",2015-08-31,1054,1054
"1340",2015-09-01,876,876
"1341",2015-09-02,1004,1004
"1342",2015-09-03,1029,1029
"1343",2015-09-04,1071,1071
"1344",2015-09-05,317,317
"1345",2015-09-06,3,3
"1346",2015-09-07,763,763
"1347",2015-09-08,963,963
"1348",2015-09-09,1104,1104
"1349",2015-09-10,1131,1131
"1350",2015-09-11,1177,1177
"1351",2015-09-12,349,349
"1352",2015-09-13,3,3
"1353",2015-09-14,839,839
"1354",2015-09-15,1059,1059
"1355",2015-09-16,1214,1214
"1356",2015-09-17,1243,1243
"1357",2015-09-18,1294,1294
"1358",2015-09-19,383,383
"1359",2015-09-20,4,4
"1360",2015-09-21,922,922
"1361",2015-09-22,1164,1164
"1362",2015-09-23,1334,1334
"1363",2015-09-24,1366,1366
"1364",2015-09-25,1422,1422
"1365",2015-09-26,421,421
"1366",2015-09-27,4,4
"1367",2015-09-28,1013,1013
"1368",2015-09-29,1279,1279
"1369",2015-09-30,1466,1466
"1370",2015-10-01,1048,1048
"1371",2015-10-02,1091,1091
"1372",2015-10-03,323,323
"1373",2015-10-04,3,3
"1374",2015-10-05,777,777
"1375",2015-10-06,981,981
"1376",2015-10-07,1125,1125
"1377",2015-10-08,1152,1152
"1378",2015-10-09,1199,1199
"1379",2015-10-10,355,355
"1380",2015-10-11,3,3
"1381",2015-10-12,48,48
"1382",2015-10-13,1078,1078
"1383",2015-10-14,1236,1236
"1384",2015-10-15,1266,1266
"1385",2015-10-16,1318,1318
"1386",2015-10-17,390,390
"1387",2015-10-18,4,4
"1388",2015-10-19,939,939
"1389",2015-10-20,1185,1185
"1390",2015-10-21,1359,1359
"1391",2015-10-22,1391,1391
"1392",2015-10-23,1449,1449
"1393",2015-10-24,429,429
"1394",2015-10-25,4,4
"1395",2015-10-26,1032,1032
"1396",2015-10-27,1303,1303
"1397",2015-10-28,1493,1493
"1398",2015-10-29,1529,1529
"1399",2015-10-30,1592,1592
"1400",2015-10-31,599,599
"1401",2015-11-01,3,3
"1402",2015-11-02,42,42
"1403",2015-11-03,943,943
"1404",2015-11-04,1081,1081
"1405",2015-11-05,1107,1107
"1406",2015-11-06,1152,1152
"1407",2015-11-07,341,341
"1408",2015-11-08,3,3
"1409",2015-11-09,821,821
"1410",2015-11-10,1036,1036
"1411",2015-11-11,1188,1188
"1412",2015-11-12,1216,1216
"1413",2015-11-13,1266,1266
"1414",2015-11-14,375,375
"1415",2015-11-15,4,4
"1416",2015-11-16,51,51
"1417",2015-11-17,1139,1139
"1418",2015-11-18,1306,1306
"1419",2015-11-19,1337,1337
"1420",2015-11-20,1392,1392
"1421",2015-11-21,412,412
"1422",2015-11-22,4,4
"1423",2015-11-23,992,992
"1424",2015-11-24,1252,1252
"1425",2015-11-25,1435,1435
"1426",2015-11-26,1470,1470
"1427",2015-11-27,1530,1530
"1428",2015-11-28,453,453
"1429",2015-11-29,4,4
"1430",2015-11-30,1090,1090
"1431",2015-12-01,960,960
"1432",2015-12-02,1101,1101
"1433",2015-12-03,1127,1127
"1434",2015-12-04,1173,1173
"1435",2015-12-05,347,347
"1436",2015-12-06,3,3
"1437",2015-12-07,836,836
"1438",2015-12-08,60,60
"1439",2015-12-09,1210,1210
"1440",2015-12-10,1239,1239
"1441",2015-12-11,1290,1290
"1442",2015-12-12,382,382
"1443",2015-12-13,4,4
"1444",2015-12-14,919,919
"1445",2015-12-15,1160,1160
"1446",2015-12-16,1330,1330
"1447",2015-12-17,1362,1362
"1448",2015-12-18,1418,1418
"1449",2015-12-19,420,420
"1450",2015-12-20,4,4
"1451",2015-12-21,1010,1010
"1452",2015-12-22,1275,1275
"1453",2015-12-23,1462,1462
"1454",2015-12-24,1497,1497
"1455",2015-12-25,0,0
"1456",2015-12-26,461,461
"1457",2015-12-27,4,4
"1458",2015-12-28,1110,1110
"1459",2015-12-29,1402,1402
"1460",2015-12-30,1607,1607
"1461",2015-12-31,458,458
"1462",2016-01-01,0,0
"1463",2016-01-02,234,234
"1464",2016-01-03,2,2
"1465",2016-01-04,563,563
"1466",2016-01-05,711,711
"1467",2016-01-06,815,815
"1468",2016-01-07,835,835
